nama,wilayah,provinsi,kategori_2023,jumlah_pelanggan_num,rasio_aset_sr_num,pipa_total_per_pelanggan,pegawai_per_1000pel,cluster,nama_klaster
PDAM Tirta Fulawan Kabupaten Simeulue,Wilayah I — Sumatera (10 Provinsi),Aceh,SAKIT,4456.0,1897162.0,14.384649910233394,3.3662477558348294,1,Kecil-Sedang Tipikal
PDAM Tirta Singkil Kabupaten Aceh Singkil,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,3483.0,2999793.0,15.611541774332473,9.474590869939709,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Naga Kabupaten Aceh Selatan,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,3977.0,1377797.0,52.06965049031933,7.543374402816193,1,Kecil-Sedang Tipikal
PDAM Tirta Agara Kabupaten Aceh Tenggara,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,5929.0,5463477.0,26.394670264800133,7.421150278293135,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Peusada Kabupaten Aceh Timur,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,1982.0,2651149.0,261.93895055499496,68.61755802219979,0,Kecil-Tidak Efisien
PDAM Tirta Tawar Kabupaten Aceh Tengah,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,8977.0,4319282.0,10.12309234710928,6.795143143589173,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Meulaboh Kabupaten Aceh Barat,Wilayah I — Sumatera (10 Provinsi),Aceh,SAKIT,10993.0,1357738.0,5.012280542163195,4.821249886291276,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Mountala Kabupaten Aceh Besar,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,42783.0,2439154.0,12.213612883622,3.9501671224551806,2,Besar-Efisien
PERUMDAM Tirta Mon Krueng Baro Kabupaten Pidie,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,12179.0,3332238.0,27.4793497003038,4.6801872074883,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Krueng Peusangan Kabupaten Bireuen,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,33267.0,892423.0,26.452340156912257,4.208374665584513,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Pase Kabupaten Aceh Utara,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,47426.0,1571909.0,32.34978703664657,5.250284653987265,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Sejuk Kabupaten Gayo Lues,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,6469.0,7226759.0,31.271448446436853,8.656670273612614,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Tamiang Kabupaten Aceh Tamiang,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,29852.0,2805534.0,14.78091920139354,4.723301621331904,2,Besar-Efisien
PDAM Tirta Bengi Kabupaten Bener Meriah,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,578.0,3079981.0,210.55363321799308,88.23529411764706,0,Kecil-Tidak Efisien
PERUMDAM Tirta Krueng Meureudu Kabupaten Pidie Jaya,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,8301.0,2687961.0,15.54499457896639,5.300566196843754,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Daroy Kota Banda Aceh,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,54557.0,2481133.0,19.755741701339883,4.380739410158183,2,Besar-Efisien
PERUMDA Tirta Aneuk Laot Kota Sabang,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,8192.0,1710596.0,27.0306396484375,8.9111328125,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Keumueneng Kota Langsa,Wilayah I — Sumatera (10 Provinsi),Aceh,SEHAT,16106.0,3193478.0,25.482987706444803,8.444058114988204,4,Kecil-Sedang Aset Tinggi
PDAM Ie Beusaree Rata Kota Lhokseumawe,Wilayah I — Sumatera (10 Provinsi),Aceh,SAKIT,235.0,3635640.0,425.3744680851064,131.91489361702128,3,Ekstrem Terisolasi
PERUMDAM Tirta Abdya Kabupaten Aceh Barat Daya,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,2995.0,1141865.0,24.191652754590987,8.013355592654424,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Mon Mata Kabupaten Aceh Jaya,Wilayah I — Sumatera (10 Provinsi),Aceh,KURANG SEHAT,11834.0,4702836.0,29.21108669934088,4.225114078080108,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Umbu Kabupaten Nias,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,10546.0,1145594.0,16.756210885643846,6.16347430305329,1,Kecil-Sedang Tipikal
PDAM Tirta Madina Kabupaten Mandailing Natal,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,5737.0,1070763.0,30.10702457730521,0.3486142583231654,1,Kecil-Sedang Tipikal
PDAM Mual Nauli Kabupaten Tapanuli Tengah,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,10344.0,942452.0,19.861078886310903,8.31399845320959,1,Kecil-Sedang Tipikal
PERUMDA Mual Na Tio Kabupaten Tapanuli Utara,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,16941.0,1983371.0,17.906558054424178,4.6042146272357005,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Bina Kabupaten Labuhanbatu,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,18391.0,2394749.0,17.09716709259964,5.437442227176336,1,Kecil-Sedang Tipikal
PERUMDA Tirta Silaupiasa Kabupaten Asahan,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,31771.0,1728726.0,10.173334172673192,5.098989644644487,2,Besar-Efisien
PDAM Tirta Lihou Kabupaten Simalungun,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,44263.0,1277293.0,19.38580755936109,6.551747509206336,1,Kecil-Sedang Tipikal
PERUMDAM Lae Nciho Kabupaten Dairi,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,23059.0,1166919.0,0.0,8.673403009670844,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Malem Kabupaten Karo,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SAKIT,17643.0,1059067.0,20.08099529558465,5.384571784843847,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Deli Kabupaten Deli Serdang,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,34704.0,4295251.0,17.670441447671738,5.446058091286306,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Wampu Kabupaten Langkat,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,28148.0,1920843.0,13.562633224385392,4.902657382407275,2,Besar-Efisien
PERUMDAM Tirta Nauli Kota Sibolga,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,17949.0,2096158.0,10.45902278678478,7.019889687447768,1,Kecil-Sedang Tipikal
PDAM Tirta Kualo Kota Tanjungbalai,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SAKIT,27641.0,1235770.0,7.182627256611555,9.551029268116205,1,Kecil-Sedang Tipikal
PERUMDA Tirta Uli Kota Pematangsiantar,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,77438.0,1259496.0,10.420943206177846,3.499573852630492,2,Besar-Efisien
PERUMDAM Tirta Bulian Kota Tebing Tinggi,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,1714.0,2833019.0,202.2934655775963,36.756126021003496,0,Kecil-Tidak Efisien
PERUMDA Tirtanadi Provinsi Sumatera Utara,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,SEHAT,567727.0,1976632.0,8.257169378944457,2.626262270422228,2,Besar-Efisien
PDAM Tirta Sari Kota Binjai,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,19286.0,707301.0,17.512651664419785,6.325832209893187,1,Kecil-Sedang Tipikal
PDAM Tirta Ayumi Kota Padangsidimpuan,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,2904.0,2353378.0,20.176997245179063,6.198347107438017,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Tanjung Kabupaten Batu Bara,Wilayah I — Sumatera (10 Provinsi),Sumatera Utara,KURANG SEHAT,7412.0,13915957.0,25.481921208850512,7.960064759848893,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Langkisau Kabupaten Pesisir Selatan,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,3577.0,2177625.0,263.62258876153203,64.02012859938496,0,Kecil-Tidak Efisien
PDAM Tirta Dharma Kabupaten Solok,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,KURANG SEHAT,18453.0,3223022.0,10.96190321356961,4.985639191459383,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Sanjung Buana Kabupaten Sijunjung,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,20399.0,1995394.0,16.200303936467474,4.608069022991323,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Alami Kabupaten Tanah Datar,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,27898.0,1561470.0,24.310739121083948,3.692020933400244,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Anai Kabupaten Padang Pariaman,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,KURANG SEHAT,3763.0,1502280.0,211.0728142439543,50.49162901939942,0,Kecil-Tidak Efisien
PDAM Tirta Antokan Kabupaten Agam,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,KURANG SEHAT,18203.0,1475949.0,20.899906608800748,3.735647970114816,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Luak Nan Bungsu Kabupaten Lima Puluh Kota,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,KURANG SEHAT,18647.0,2047958.0,27.144634525660965,2.252373035877085,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Saiyo Kabupaten Pasaman,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,26066.0,1915822.0,12.268472339446022,3.682958643443566,2,Besar-Efisien
PERUMDAM Tirta Saribu Sungai Kabupaten Solok Selatan,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,14361.0,2897625.0,22.01072348722234,4.943945407701413,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Gemilang Kabupaten Pasaman Barat,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SAKIT,18672.0,3178812.0,31.92448586118252,5.141388174807197,4,Kecil-Sedang Aset Tinggi
PERUMDAM Kota Padang,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,14717.0,2245560.0,160.00278589386423,18.88971937215465,0,Kecil-Tidak Efisien
PERUMDAM Pincuran Gadang Kota Solok,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,20125.0,4292983.0,7.199552795031056,4.322981366459628,4,Kecil-Sedang Aset Tinggi
PERUMDAM Kota Sawahlunto,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,KURANG SEHAT,9413.0,959013.0,19.46000212472113,4.568150430256028,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Serambi Kota Padang Panjang,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,11821.0,2370753.0,14.992132645292276,3.9759749598172736,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Jam Gadang Kota Bukittinggi,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,16092.0,1828762.0,21.068232662192397,4.1014168530947055,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Sago Kota Payakumbuh,Wilayah I — Sumatera (10 Provinsi),Sumatera Barat,SEHAT,34843.0,2686383.0,13.542605401371867,2.697815917113911,2,Besar-Efisien
PERUMDAM Tirta Indra Kabupaten Indragiri Hulu,Wilayah I — Sumatera (10 Provinsi),Riau,SEHAT,15851.0,2920348.0,27.268942022585325,7.8859377957226675,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Indragiri Kabupaten Indragiri Hilir,Wilayah I — Sumatera (10 Provinsi),Riau,KURANG SEHAT,12036.0,1847416.0,42.75689597873048,10.136257892987704,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Kampar Kabupaten Kampar,Wilayah I — Sumatera (10 Provinsi),Riau,SEHAT,11112.0,771054.0,43.75611951043916,9.899208063354932,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Terubuk Kabupaten Bengkalis,Wilayah I — Sumatera (10 Provinsi),Riau,SEHAT,20042.0,1663285.0,23.884043508631876,6.087216844626285,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Siak Kota Pekanbaru,Wilayah I — Sumatera (10 Provinsi),Riau,SAKIT,13657.0,4886783.0,18.28022259647068,7.615142417807717,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Dumai Bersemai Kota Dumai,Wilayah I — Sumatera (10 Provinsi),Riau,KURANG SEHAT,8781.0,3207978.0,29.61701400751623,8.08563944880993,4,Kecil-Sedang Aset Tinggi
PERUMDA Tirta Mulia Karimun Kabupaten Karimun,Wilayah I — Sumatera (10 Provinsi),Kepulauan Riau,SEHAT,11122.0,657668.0,15.650782233411258,7.1030390217586765,1,Kecil-Sedang Tipikal
PERUMDA AM Tirta Nusa Kabupaten Natuna,Wilayah I — Sumatera (10 Provinsi),Kepulauan Riau,KURANG SEHAT,9587.0,1069567.0,8.807343277354752,5.841243350370293,1,Kecil-Sedang Tipikal
PERUMDA AM Tirta Lingga Kabupaten Lingga,Wilayah I — Sumatera (10 Provinsi),Kepulauan Riau,SEHAT,6784.0,544580.0,18.987470518867923,3.832547169811321,1,Kecil-Sedang Tipikal
PERUMDA Tirta Kepri Provinsi Kepulauan Riau,Wilayah I — Sumatera (10 Provinsi),Kepulauan Riau,SEHAT,30645.0,3095863.0,11.111306901615272,3.752651329743841,2,Besar-Efisien
PERUMDAM Tirta Sakti Kabupaten Kerinci,Wilayah I — Sumatera (10 Provinsi),Jambi,SEHAT,34682.0,2965034.0,12.283028660400207,3.373507871518367,2,Besar-Efisien
PERUMDAM Tirta Merangin Kabupaten Merangin,Wilayah I — Sumatera (10 Provinsi),Jambi,SEHAT,18498.0,1567406.0,24.875662233755,5.351929938371716,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Sako Batuah Kabupaten Sarolangun,Wilayah I — Sumatera (10 Provinsi),Jambi,SEHAT,11179.0,5283539.0,42.18910457107076,6.530101082386618,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Batang Hari Kabupaten Batang Hari,Wilayah I — Sumatera (10 Provinsi),Jambi,SEHAT,20819.0,3167090.0,26.342811854555933,4.707238580143138,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Muaro Jambi Kabupaten Muaro Jambi,Wilayah I — Sumatera (10 Provinsi),Jambi,KURANG SEHAT,1752.0,3142189.0,249.1187214611872,95.8904109589041,0,Kecil-Tidak Efisien
PERUMDAM Tirta Pengabuan Kabupaten Tanjung Jabung Barat,Wilayah I — Sumatera (10 Provinsi),Jambi,SAKIT,11497.0,2765878.0,42.01417761155084,8.263025136992258,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Muaro Kabupaten Tebo,Wilayah I — Sumatera (10 Provinsi),Jambi,SEHAT,24076.0,3961238.0,20.199036384781525,3.4889516530985216,4,Kecil-Sedang Aset Tinggi
PERUMDAM Pancuran Telago Kabupaten Bungo,Wilayah I — Sumatera (10 Provinsi),Jambi,KURANG SEHAT,12406.0,1920706.0,32.08383040464292,5.884249556666129,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Mayang Kota Jambi,Wilayah I — Sumatera (10 Provinsi),Jambi,SEHAT,100221.0,3023167.0,14.67805150617136,3.0233184661897208,2,Besar-Efisien
PERUMDAM Tirta Khayangan Kota Sungai Penuh,Wilayah I — Sumatera (10 Provinsi),Jambi,SEHAT,16636.0,3734781.0,11.902500601106036,6.011060351045924,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Raja Kabupaten Ogan Komering Ulu,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,KURANG SEHAT,21387.0,1678291.0,16.62813858886239,7.621452284097816,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Agung Kabupaten Ogan Komering Ilir,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,9837.0,6935241.0,30.43244891735285,7.115990647555149,4,Kecil-Sedang Aset Tinggi
PDAM Lematang Enim Kabupaten Muara Enim,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,41022.0,6425851.0,33.44122665886597,7.751937984496124,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Lematang Kabupaten Lahat,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SEHAT,8182.0,2454988.0,11.286971400635542,5.2554387680273775,4,Kecil-Sedang Aset Tinggi
PERUMDA AM Tirta Randik Kabupaten Musi Banyuasin,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SEHAT,51524.0,7724704.0,18.310806614393293,7.142302616256502,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Betuah Kabupaten Banyuasin,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,KURANG SEHAT,3813.0,3585320.0,103.9795436664044,67.13873590348807,0,Kecil-Tidak Efisien
PDAM Tirta Saka Selabung Kabupaten Ogan Komering Ulu Selatan,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,KURANG SEHAT,14421.0,2418009.0,17.971291866028707,8.45988489009084,4,Kecil-Sedang Aset Tinggi
PERUMDAM Way Komering Kabupaten Ogan Komering Ulu Timur,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,4163.0,1358301.0,42.43117943790536,34.83065097285611,0,Kecil-Tidak Efisien
PERUMDAM Tirta Ogan Kabupaten Ogan Ilir,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,12418.0,3634305.0,32.07481075857626,7.569656949589306,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta PALI Anugerah Kabupaten Penukal Abab Lematang Ilir,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,7643.0,7879579.0,0.3303676566793144,10.72877142483318,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Seguring Betung Kabupaten Empat Lawang,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,4188.0,3554628.0,16.202960840496658,12.177650429799426,4,Kecil-Sedang Aset Tinggi
PERUMDA Tirta Musi Kota Palembang,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SEHAT,335682.0,2919491.0,12.572714652558076,1.7725108882811709,2,Besar-Efisien
PDAM Tirta Prabujaya Kota Prabumulih,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,9119.0,10191060.0,53.40377234345871,7.456957999780678,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Bukit Sulap Kota Lubuklinggau,Wilayah I — Sumatera (10 Provinsi),Sumatera Selatan,SAKIT,23216.0,3415319.0,16.202446588559614,3.359751895244659,2,Besar-Efisien
PERUMDA Tirta Bangka Kabupaten Bangka,Wilayah I — Sumatera (10 Provinsi),Bangka Belitung,SEHAT,14143.0,890845.0,30.31011807961536,10.88877890122322,1,Kecil-Sedang Tipikal
PERUMDAM AM Tirta Batu Mentas Kabupaten Belitung,Wilayah I — Sumatera (10 Provinsi),Bangka Belitung,SEHAT,2538.0,8236512.0,88.26792750197005,9.850275807722616,4,Kecil-Sedang Aset Tinggi
PERUMDAM AM Tirta Sejiran Setason Kabupaten Bangka Barat,Wilayah I — Sumatera (10 Provinsi),Bangka Belitung,SEHAT,5535.0,1685203.0,49.17958446251129,7.407407407407407,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Bangka Tengah Kabupaten Bangka Tengah,Wilayah I — Sumatera (10 Provinsi),Bangka Belitung,SEHAT,1521.0,2065595.0,101.2215647600263,9.861932938856016,0,Kecil-Tidak Efisien
PERUMDAM Pelangi Timur Kabupaten Belitung Timur,Wilayah I — Sumatera (10 Provinsi),Bangka Belitung,SEHAT,3857.0,2173737.0,48.01659320715582,8.037334716100595,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Pinang Kota Pangkalpinang,Wilayah I — Sumatera (10 Provinsi),Bangka Belitung,KURANG SEHAT,7489.0,10773602.0,38.12965683001736,4.807050340499399,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Manna Kabupaten Bengkulu Selatan,Wilayah I — Sumatera (10 Provinsi),Bengkulu,SEHAT,7599.0,3224086.0,6.958810369785498,8.8169495986314,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Bukit Kaba Kabupaten Rejang Lebong,Wilayah I — Sumatera (10 Provinsi),Bengkulu,SEHAT,20225.0,3463343.0,15.842224969097652,4.598269468479605,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Ratu Samban Kabupaten Bengkulu Utara,Wilayah I — Sumatera (10 Provinsi),Bengkulu,SEHAT,19303.0,4264555.0,23.732994871263536,6.3720665181578,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Tebo Emas Kabupaten Lebong,Wilayah I — Sumatera (10 Provinsi),Bengkulu,SAKIT,9448.0,5156638.0,13.896591871295511,5.60965283657917,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Alami Kabupaten Kepahiang,Wilayah I — Sumatera (10 Provinsi),Bengkulu,SAKIT,6181.0,4095065.0,12.425173920077658,3.5592946125222458,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Rafflesia Kabupaten Bengkulu Tengah,Wilayah I — Sumatera (10 Provinsi),Bengkulu,SEHAT,7434.0,2698977.0,22.703524347592143,4.977132095776163,4,Kecil-Sedang Aset Tinggi
PERUMDA Tirta Hidayah Kota Bengkulu,Wilayah I — Sumatera (10 Provinsi),Bengkulu,SEHAT,39531.0,2249698.0,20.370519339252738,7.816650223874934,2,Besar-Efisien
PERUMDA Limau Kunci Kabupaten Lampung Barat,Wilayah I — Sumatera (10 Provinsi),Lampung,KURANG SEHAT,15394.0,489198.0,11.435364427699104,8.055086397297648,1,Kecil-Sedang Tipikal
PDAM Way Agung Kabupaten Tanggamus,Wilayah I — Sumatera (10 Provinsi),Lampung,KURANG SEHAT,7175.0,694011.0,24.046829268292683,7.94425087108014,1,Kecil-Sedang Tipikal
PERUMDA Tirta Jasa Kabupaten Lampung Selatan,Wilayah I — Sumatera (10 Provinsi),Lampung,KURANG SEHAT,9688.0,1356371.0,43.9592279108175,9.599504541701071,1,Kecil-Sedang Tipikal
PERUMDAM Way Guruh Kabupaten Lampung Timur,Wilayah I — Sumatera (10 Provinsi),Lampung,SEHAT,2431.0,2122344.0,26.863019333607568,7.81571369806664,4,Kecil-Sedang Aset Tinggi
PDAM Way Tulang Bawang Kabupaten Tulang Bawang,Wilayah I — Sumatera (10 Provinsi),Lampung,SAKIT,4520.0,6917756.0,36.019911504424776,3.982300884955752,4,Kecil-Sedang Aset Tinggi
PERUMDA Pesawaran Kabupaten Pesawaran,Wilayah I — Sumatera (10 Provinsi),Lampung,SEHAT,7093.0,1530107.0,38.1236430283378,7.61313971521218,1,Kecil-Sedang Tipikal
PDAM Way Sekampung Kabupaten Pringsewu,Wilayah I — Sumatera (10 Provinsi),Lampung,SEHAT,7074.0,1270605.0,50.41631325982471,4.382244840260108,1,Kecil-Sedang Tipikal
PERUMDAM Way Rilau Kota Bandar Lampung,Wilayah I — Sumatera (10 Provinsi),Lampung,KURANG SEHAT,48475.0,4084101.0,14.980794223826717,5.095410005157297,2,Besar-Efisien
PERUMDAM Tirta Berkah Kabupaten Pandeglang,Wilayah II — Jawa (6 Provinsi),Banten,SEHAT,23617.0,2289996.0,19.26447050853199,3.472075200067748,2,Besar-Efisien
